event_id,device_id,filepath,operation,user_id,timestamp,severity,outcome
FILE_000120,DEV_00206,C:\Temp\file.txt,modify,USR_0142,2025-12-31T18:27:53.779737,low,success
FILE_000121,DEV_00110,/tmp/log.txt,delete,USR_0013,2025-12-27T09:27:53.779744,medium,success
FILE_000122,DEV_00184,C:\Temp\file.txt,read,USR_0079,2025-12-28T09:27:53.779752,medium,denied
FILE_000123,DEV_00271,/tmp/log.txt,open,USR_0127,2025-12-31T23:27:53.779760,medium,success
FILE_000124,DEV_00256,/home/user/documents/report.pdf,read,USR_0081,2025-12-31T17:27:53.779767,low,success
FILE_000125,DEV_00292,C:\Temp\file.txt,delete,USR_0067,2025-12-27T07:27:53.779775,low,denied
FILE_000126,DEV_00005,/tmp/log.txt,modify,USR_0112,2026-01-01T14:27:53.779782,medium,success
FILE_000127,DEV_00129,/home/user/documents/report.pdf,read,USR_0003,2025-12-31T14:27:53.779789,low,success
FILE_000128,DEV_00048,/home/admin/.ssh/id_rsa,open,USR_0080,2025-12-28T08:27:53.779797,critical,success
FILE_000129,DEV_00064,/home/user/documents/report.pdf,write,USR_0043,2025-12-28T10:27:53.779805,medium,denied
FILE_000130,DEV_00104,/home/admin/.ssh/id_rsa,write,USR_0011,2026-01-02T07:27:53.779812,critical,denied
FILE_000131,DEV_00018,C:\Temp\file.txt,write,USR_0135,2026-01-01T16:27:53.779820,medium,denied
FILE_000132,DEV_00232,/home/user/documents/report.pdf,read,USR_0070,2026-01-01T09:27:53.779828,low,denied
FILE_000133,DEV_00010,/tmp/log.txt,open,USR_0070,2026-01-01T02:27:53.779835,low,denied
FILE_000134,DEV_00046,/tmp/log.txt,read,USR_0133,2025-12-27T12:27:53.779843,low,denied
FILE_000135,DEV_00228,/tmp/log.txt,delete,USR_0090,2026-01-02T10:27:53.779853,low,success
FILE_000136,DEV_00232,C:\Temp\file.txt,open,USR_0107,2025-12-31T06:27:53.779862,medium,success
FILE_000137,DEV_00066,C:\Temp\file.txt,write,USR_0025,2026-01-01T09:27:53.779870,medium,denied
FILE_000138,DEV_00088,/tmp/log.txt,read,USR_0114,2026-01-01T05:27:53.779878,medium,success
FILE_000139,DEV_00199,/home/user/documents/report.pdf,open,USR_0076,2025-12-27T12:27:53.779885,medium,denied
FILE_000140,DEV_00108,/tmp/log.txt,read,USR_0014,2026-01-01T00:27:53.779892,medium,denied
FILE_000141,DEV_00049,/home/user/documents/report.pdf,delete,USR_0038,2025-12-30T06:27:53.779900,medium,success
FILE_000142,DEV_00280,/tmp/log.txt,open,USR_0074,2025-12-29T17:27:53.779907,medium,success
FILE_000143,DEV_00101,C:\Temp\file.txt,open,USR_0059,2025-12-31T00:27:53.779915,medium,denied
FILE_000144,DEV_00194,/home/user/documents/report.pdf,delete,USR_0090,2025-12-27T08:27:53.779922,medium,denied
FILE_000145,DEV_00107,/tmp/log.txt,modify,USR_0105,2025-12-29T19:27:53.779930,medium,success
FILE_000146,DEV_00118,/tmp/log.txt,write,USR_0040,2025-12-28T09:27:53.779937,low,success
FILE_000147,DEV_00005,/tmp/log.txt,delete,USR_0104,2025-12-30T09:27:53.779944,medium,success
FILE_000148,DEV_00212,/home/user/documents/report.pdf,modify,USR_0136,2025-12-31T17:27:53.779952,medium,denied
FILE_000149,DEV_00291,C:\Temp\file.txt,modify,USR_0028,2026-01-01T21:27:53.779959,low,success
FILE_000150,DEV_00207,/home/user/documents/report.pdf,open,USR_0011,2025-12-30T04:27:53.779967,low,success
FILE_000151,DEV_00025,C:\Temp\file.txt,open,USR_0028,2025-12-29T09:27:53.779979,low,success
FILE_000152,DEV_00262,/home/user/documents/report.pdf,delete,USR_0071,2025-12-30T11:27:53.779986,medium,success
FILE_000153,DEV_00010,C:\Temp\file.txt,write,USR_0136,2025-12-30T09:27:53.779993,medium,denied
FILE_000154,DEV_00289,/home/user/documents/report.pdf,open,USR_0062,2025-12-27T19:27:53.780001,low,denied
FILE_000155,DEV_00010,/home/user/documents/report.pdf,write,USR_0032,2025-12-30T05:27:53.780021,low,denied
FILE_000156,DEV_00019,C:\Temp\file.txt,read,USR_0040,2025-12-31T10:27:53.780032,medium,denied
FILE_000157,DEV_00260,C:\Temp\file.txt,modify,USR_0042,2025-12-27T00:27:53.780040,low,denied
FILE_000158,DEV_00177,C:\Users\Admin\.ssh\id_rsa,read,USR_0007,2025-12-30T09:27:53.780047,critical,denied
FILE_000159,DEV_00111,C:\Temp\file.txt,open,USR_0049,2025-12-31T05:27:53.780057,medium,success
FILE_000160,DEV_00028,/home/user/documents/report.pdf,write,USR_0111,2025-12-28T14:27:53.780065,medium,denied
FILE_000161,DEV_00181,C:\Temp\file.txt,read,USR_0006,2025-12-31T02:27:53.780073,low,denied
FILE_000162,DEV_00090,C:\Temp\file.txt,modify,USR_0116,2025-12-30T01:27:53.780080,low,denied
FILE_000163,DEV_00126,/home/user/documents/report.pdf,delete,USR_0142,2025-12-27T13:27:53.780088,low,denied
FILE_000164,DEV_00231,/home/user/documents/report.pdf,open,USR_0081,2025-12-27T23:27:53.780096,medium,denied
FILE_000165,DEV_00237,C:\Temp\file.txt,modify,USR_0030,2025-12-31T20:27:53.780103,medium,success
FILE_000166,DEV_00076,C:\Users\Admin\.ssh\id_rsa,open,USR_0072,2025-12-27T06:27:53.780110,critical,success
FILE_000167,DEV_00208,/home/user/documents/report.pdf,write,USR_0114,2025-12-30T21:27:53.780121,medium,success
FILE_000168,DEV_00077,/tmp/log.txt,write,USR_0025,2025-12-29T15:27:53.780129,medium,denied
FILE_000169,DEV_00139,C:\Temp\file.txt,delete,USR_0108,2025-12-28T15:27:53.780136,medium,success
FILE_000170,DEV_00292,C:\Windows\System32\sam,write,USR_0072,2025-12-28T06:27:53.780142,critical,denied
FILE_000171,DEV_00069,/home/user/documents/report.pdf,write,USR_0110,2025-12-28T13:27:53.780149,low,success
FILE_000172,DEV_00231,C:\Temp\file.txt,modify,USR_0144,2025-12-30T19:27:53.780157,medium,denied
FILE_000173,DEV_00170,C:\Users\Admin\.ssh\id_rsa,read,USR_0069,2025-12-29T16:27:53.780165,critical,success
FILE_000174,DEV_00057,/home/user/documents/report.pdf,open,USR_0014,2025-12-26T23:27:53.780172,medium,success
FILE_000175,DEV_00050,/etc/shadow,read,USR_0122,2025-12-31T21:27:53.780183,critical,success
FILE_000176,DEV_00124,/home/user/documents/report.pdf,write,USR_0088,2025-12-26T20:27:53.780191,medium,success
FILE_000177,DEV_00116,/tmp/log.txt,delete,USR_0114,2025-12-29T01:27:53.780198,medium,denied
FILE_000178,DEV_00047,C:\Temp\file.txt,delete,USR_0014,2025-12-27T07:27:53.780206,low,denied
FILE_000179,DEV_00111,C:\Temp\file.txt,write,USR_0003,2025-12-28T11:27:53.780213,medium,success
FILE_000180,DEV_00291,/tmp/log.txt,delete,USR_0119,2026-01-02T00:27:53.780221,medium,success
FILE_000181,DEV_00160,C:\Windows\System32\sam,open,USR_0037,2025-12-29T06:27:53.780228,critical,denied
FILE_000182,DEV_00040,/home/user/documents/report.pdf,read,USR_0057,2025-12-28T00:27:53.780235,medium,denied
FILE_000183,DEV_00293,/home/user/documents/report.pdf,open,USR_0089,2025-12-27T07:27:53.780242,medium,success
FILE_000184,DEV_00015,/home/user/documents/report.pdf,read,USR_0050,2026-01-01T00:27:53.780250,medium,success
FILE_000185,DEV_00286,/etc/passwd,open,USR_0103,2025-12-29T04:27:53.780257,critical,success
FILE_000186,DEV_00223,C:\Temp\file.txt,open,USR_0062,2025-12-27T03:27:53.780264,medium,success
FILE_000187,DEV_00078,C:\Temp\file.txt,read,USR_0116,2025-12-27T14:27:53.780272,medium,success
FILE_000188,DEV_00262,/tmp/log.txt,delete,USR_0011,2025-12-28T01:27:53.780279,medium,success
FILE_000189,DEV_00145,/home/user/documents/report.pdf,open,USR_0047,2026-01-02T08:27:53.780286,medium,success
FILE_000190,DEV_00133,/tmp/log.txt,read,USR_0064,2025-12-31T10:27:53.780294,medium,success
FILE_000191,DEV_00165,/home/user/documents/report.pdf,open,USR_0032,2026-01-02T02:27:53.780301,low,success
FILE_000192,DEV_00106,/etc/shadow,modify,USR_0002,2025-12-28T08:27:53.780309,critical,denied
FILE_000193,DEV_00035,C:\Temp\file.txt,modify,USR_0032,2025-12-31T06:27:53.780317,medium,success
FILE_000194,DEV_00195,/tmp/log.txt,read,USR_0016,2025-12-28T07:27:53.780327,low,success
FILE_000195,DEV_00175,/home/user/documents/report.pdf,open,USR_0013,2025-12-26T20:27:53.780334,low,success
FILE_000196,DEV_00215,/tmp/log.txt,read,USR_0102,2025-12-28T10:27:53.780342,low,denied
FILE_000197,DEV_00122,C:\Temp\file.txt,modify,USR_0069,2025-12-28T06:27:53.780349,medium,denied
FILE_000198,DEV_00203,/tmp/log.txt,write,USR_0150,2025-12-27T05:27:53.780357,medium,success
FILE_000199,DEV_00242,/tmp/log.txt,delete,USR_0049,2025-12-30T07:27:53.780367,medium,denied
FILE_000200,DEV_00133,/tmp/log.txt,delete,USR_0053,2025-12-27T21:27:53.780374,low,success
FILE_000201,DEV_00047,/tmp/log.txt,modify,USR_0032,2025-12-27T13:27:53.780382,low,success
FILE_000202,DEV_00293,/tmp/log.txt,read,USR_0059,2026-01-01T10:27:53.780389,medium,denied
FILE_000203,DEV_00109,/etc/passwd,open,USR_0136,2025-12-30T20:27:53.780396,critical,success
FILE_000204,DEV_00082,/home/user/documents/report.pdf,read,USR_0014,2026-01-01T20:27:53.780404,low,denied
FILE_000205,DEV_00271,/tmp/log.txt,write,USR_0073,2025-12-29T14:27:53.780411,medium,success
FILE_000206,DEV_00192,/home/user/documents/report.pdf,write,USR_0005,2026-01-01T10:27:53.780419,medium,denied
FILE_000207,DEV_00053,/tmp/log.txt,read,USR_0092,2025-12-29T11:27:53.780427,medium,success
FILE_000208,DEV_00257,/tmp/log.txt,write,USR_0005,2025-12-27T17:27:53.780433,medium,success
FILE_000209,DEV_00176,/tmp/log.txt,write,USR_0090,2026-01-01T14:27:53.780441,low,denied
FILE_000210,DEV_00135,/home/user/documents/report.pdf,delete,USR_0117,2025-12-30T20:27:53.780451,medium,denied
FILE_000211,DEV_00262,/home/user/documents/report.pdf,delete,USR_0034,2025-12-29T17:27:53.780458,low,success
FILE_000212,DEV_00150,/tmp/log.txt,modify,USR_0020,2025-12-28T06:27:53.780465,low,denied
FILE_000213,DEV_00274,C:\Temp\file.txt,open,USR_0019,2026-01-02T11:27:53.780473,low,denied
FILE_000214,DEV_00018,/home/user/documents/report.pdf,delete,USR_0032,2025-12-27T12:27:53.780483,low,denied
FILE_000215,DEV_00199,/tmp/log.txt,write,USR_0084,2025-12-26T23:27:53.780491,medium,denied
FILE_000216,DEV_00162,/home/user/documents/report.pdf,write,USR_0053,2026-01-01T15:27:53.780498,low,denied
FILE_000217,DEV_00275,/home/admin/.ssh/id_rsa,write,USR_0086,2025-12-27T00:27:53.780505,critical,success
FILE_000218,DEV_00203,/tmp/log.txt,write,USR_0017,2026-01-01T00:27:53.780512,low,success
FILE_000219,DEV_00240,C:\Temp\file.txt,write,USR_0073,2026-01-02T16:27:53.780519,low,success
FILE_000220,DEV_00085,/tmp/log.txt,modify,USR_0028,2026-01-01T10:27:53.780527,low,success
FILE_000221,DEV_00069,C:\Temp\file.txt,open,USR_0001,2026-01-02T13:27:53.780534,low,success
FILE_000222,DEV_00290,C:\Temp\file.txt,write,USR_0098,2025-12-28T01:27:53.780542,medium,success
FILE_000223,DEV_00157,C:\Temp\file.txt,open,USR_0047,2025-12-28T14:27:53.780549,medium,denied
FILE_000224,DEV_00204,C:\Temp\file.txt,open,USR_0109,2025-12-28T21:27:53.780557,low,denied
FILE_000225,DEV_00102,/home/user/documents/report.pdf,delete,USR_0020,2025-12-29T13:27:53.780565,low,denied
FILE_000226,DEV_00207,/tmp/log.txt,delete,USR_0105,2025-12-27T09:27:53.780572,low,success
FILE_000227,DEV_00242,C:\Temp\file.txt,read,USR_0007,2025-12-27T09:27:53.780579,medium,denied
FILE_000228,DEV_00091,C:\Temp\file.txt,modify,USR_0116,2025-12-27T22:27:53.780587,medium,denied
FILE_000229,DEV_00205,C:\Temp\file.txt,read,USR_0067,2026-01-02T08:27:53.780594,low,success
FILE_000230,DEV_00075,/tmp/log.txt,read,USR_0022,2026-01-01T21:27:53.780601,low,success
FILE_000231,DEV_00223,/home/user/documents/report.pdf,open,USR_0087,2025-12-28T21:27:53.780612,low,success
FILE_000232,DEV_00285,/tmp/log.txt,delete,USR_0078,2026-01-02T15:27:53.780620,low,denied
FILE_000233,DEV_00007,/tmp/log.txt,write,USR_0126,2025-12-29T13:27:53.780631,low,denied
FILE_000234,DEV_00294,C:\Users\Admin\.ssh\id_rsa,modify,USR_0046,2025-12-29T23:27:53.780639,critical,success
FILE_000235,DEV_00222,/home/user/documents/report.pdf,write,USR_0104,2025-12-28T09:27:53.780646,medium,success
FILE_000236,DEV_00205,/tmp/log.txt,modify,USR_0072,2026-01-01T15:27:53.780653,medium,denied
FILE_000237,DEV_00133,C:\Temp\file.txt,modify,USR_0053,2025-12-31T00:27:53.780661,low,denied
FILE_000238,DEV_00257,/tmp/log.txt,read,USR_0056,2025-12-28T17:27:53.780668,medium,denied
FILE_000239,DEV_00035,C:\Temp\file.txt,read,USR_0136,2026-01-01T13:27:53.780675,medium,success
FILE_000240,DEV_00073,C:\Temp\file.txt,write,USR_0136,2025-12-29T00:27:53.780682,medium,denied
FILE_000241,DEV_00098,/home/user/documents/report.pdf,read,USR_0071,2025-12-28T11:27:53.780690,medium,denied
FILE_000242,DEV_00124,/home/user/documents/report.pdf,delete,USR_0148,2025-12-29T03:27:53.780698,low,success
FILE_000243,DEV_00035,/tmp/log.txt,read,USR_0074,2025-12-31T10:27:53.780705,low,denied
FILE_000244,DEV_00157,/home/user/documents/report.pdf,write,USR_0039,2025-12-29T09:27:53.780715,medium,denied
FILE_000245,DEV_00214,C:\Temp\file.txt,read,USR_0150,2025-12-28T09:27:53.780723,low,success
FILE_000246,DEV_00102,/tmp/log.txt,modify,USR_0025,2025-12-31T01:27:53.780730,medium,denied
FILE_000247,DEV_00286,C:\Temp\file.txt,write,USR_0139,2026-01-01T18:27:53.780741,medium,denied
FILE_000248,DEV_00234,C:\Temp\file.txt,open,USR_0133,2025-12-29T18:27:53.780749,low,denied
FILE_000249,DEV_00184,/tmp/log.txt,write,USR_0049,2025-12-30T14:27:53.780756,medium,denied
FILE_000250,DEV_00236,/home/user/documents/report.pdf,modify,USR_0102,2025-12-31T01:27:53.780763,low,denied
