event_id,user_id,device_id,auth_type,outcome,timestamp,source_ip,country_code,is_mfa_enabled
AUTH_000032,USR_0015,DEV_00137,biometric,success,2026-01-01T22:27:53.430058,192.168.254.109,DE,true
AUTH_000033,USR_0047,DEV_00099,certificate,failure,2025-12-31T00:27:53.430068,192.168.132.226,RU,true
AUTH_000034,USR_0032,DEV_00128,mfa,success,2025-12-28T23:27:53.430077,192.168.48.48,CN,true
AUTH_000035,USR_0051,DEV_00236,biometric,success,2026-01-01T16:27:53.430086,192.168.85.144,CN,true
AUTH_000036,USR_0122,DEV_00200,sso,success,2025-12-30T09:27:53.430095,192.168.13.191,CA,true
AUTH_000037,USR_0141,DEV_00267,sso,success,2025-12-28T13:27:53.430104,192.168.170.62,CA,false
AUTH_000038,USR_0014,DEV_00112,certificate,challenge_required,2025-12-31T04:27:53.430113,192.168.205.64,UK,true
AUTH_000039,USR_0004,DEV_00086,password,success,2025-12-27T11:27:53.430121,192.168.102.66,DE,true
AUTH_000040,USR_0063,DEV_00005,certificate,failure,2025-12-27T12:27:53.430130,192.168.160.163,CN,true
AUTH_000041,USR_0096,DEV_00046,password,success,2025-12-28T09:27:53.430139,192.168.218.156,CN,false
AUTH_000042,USR_0016,DEV_00031,biometric,success,2026-01-01T01:27:53.430148,192.168.232.214,RU,true
AUTH_000043,USR_0033,DEV_00250,sso,success,2025-12-27T18:27:53.430157,192.168.107.140,RU,false
AUTH_000044,USR_0050,DEV_00011,mfa,success,2025-12-29T21:27:53.430167,192.168.90.2,UK,true
AUTH_000045,USR_0125,DEV_00225,certificate,success,2025-12-27T22:27:53.430175,192.168.61.1,CA,true
AUTH_000046,USR_0140,DEV_00179,sso,success,2025-12-28T17:27:53.430185,192.168.80.45,RU,true
AUTH_000047,USR_0018,DEV_00272,sso,success,2025-12-30T13:27:53.430194,192.168.155.184,IN,false
AUTH_000048,USR_0117,DEV_00001,certificate,success,2025-12-28T07:27:53.430206,192.168.71.220,CN,true
AUTH_000049,USR_0005,DEV_00187,sso,success,2025-12-31T03:27:53.430215,192.168.76.6,CN,true
AUTH_000050,USR_0017,DEV_00276,biometric,success,2025-12-31T16:27:53.430224,192.168.99.34,CN,false
AUTH_000051,USR_0142,DEV_00079,certificate,success,2025-12-30T06:27:53.430233,192.168.173.194,CN,false
AUTH_000052,USR_0029,DEV_00050,password,success,2026-01-01T23:27:53.430242,192.168.89.182,RU,true
AUTH_000053,USR_0046,DEV_00017,mfa,success,2025-12-28T12:27:53.430258,192.168.221.81,US,true
AUTH_000054,USR_0147,DEV_00199,biometric,success,2025-12-28T02:27:53.430267,192.168.147.156,CN,false
AUTH_000055,USR_0013,DEV_00188,password,success,2026-01-01T22:27:53.430284,192.168.87.153,CA,true
AUTH_000056,USR_0126,DEV_00041,password,success,2025-12-26T21:27:53.430293,192.168.76.52,UK,false
AUTH_000057,USR_0095,DEV_00030,biometric,success,2025-12-30T20:27:53.430302,192.168.185.113,US,true
AUTH_000058,USR_0078,DEV_00040,password,failure,2025-12-28T04:27:53.430312,192.168.35.12,US,true
AUTH_000059,USR_0137,DEV_00198,mfa,success,2025-12-28T02:27:53.430322,192.168.151.150,IN,true
AUTH_000060,USR_0143,DEV_00286,biometric,success,2026-01-01T13:27:53.430330,192.168.133.179,UK,false
AUTH_000061,USR_0110,DEV_00054,biometric,success,2025-12-31T18:27:53.430340,192.168.42.83,DE,false
AUTH_000062,USR_0041,DEV_00274,sso,challenge_required,2025-12-28T23:27:53.430349,192.168.67.237,UK,false
AUTH_000063,USR_0096,DEV_00212,sso,success,2025-12-29T02:27:53.430358,192.168.121.33,IN,true
AUTH_000064,USR_0145,DEV_00280,sso,success,2025-12-27T20:27:53.430370,192.168.177.206,UK,false
AUTH_000065,USR_0115,DEV_00204,sso,success,2026-01-02T08:27:53.430380,192.168.163.237,IN,true
AUTH_000066,USR_0133,DEV_00070,password,challenge_required,2025-12-30T11:27:53.430389,192.168.81.245,UK,true
AUTH_000067,USR_0055,DEV_00162,biometric,success,2025-12-30T18:27:53.430406,192.168.199.217,IN,true
AUTH_000068,USR_0025,DEV_00020,mfa,success,2026-01-01T01:27:53.430416,192.168.187.246,UK,false
AUTH_000069,USR_0150,DEV_00128,password,success,2025-12-30T12:27:53.430425,192.168.48.48,IN,false
AUTH_000070,USR_0146,DEV_00112,certificate,success,2025-12-30T05:27:53.430434,192.168.205.64,CA,false
AUTH_000071,USR_0148,DEV_00049,password,success,2025-12-30T12:27:53.430443,192.168.178.235,CN,false
AUTH_000072,USR_0021,DEV_00029,sso,failure,2025-12-30T03:27:53.430452,192.168.198.139,RU,false
AUTH_000073,USR_0107,DEV_00062,biometric,failure,2025-12-31T06:27:53.430462,192.168.226.216,US,false
AUTH_000074,USR_0014,DEV_00157,biometric,success,2025-12-30T07:27:53.430474,192.168.128.244,IN,true
AUTH_000075,USR_0039,DEV_00168,mfa,success,2025-12-31T08:27:53.430483,192.168.43.116,US,false
AUTH_000076,USR_0115,DEV_00295,certificate,success,2025-12-31T08:27:53.430492,192.168.102.57,UK,false
AUTH_000077,USR_0038,DEV_00068,biometric,success,2025-12-28T15:27:53.430503,192.168.162.185,CN,true
AUTH_000078,USR_0141,DEV_00205,biometric,success,2025-12-29T10:27:53.430517,192.168.90.89,DE,true
AUTH_000079,USR_0035,DEV_00247,certificate,success,2025-12-28T12:27:53.430527,192.168.115.46,CN,true
AUTH_000080,USR_0144,DEV_00269,sso,success,2026-01-01T22:27:53.430536,192.168.226.12,RU,false
AUTH_000081,USR_0083,DEV_00295,certificate,success,2025-12-29T07:27:53.430550,192.168.102.57,UK,false
AUTH_000082,USR_0049,DEV_00165,password,success,2025-12-26T17:27:53.430560,192.168.249.37,RU,false
AUTH_000083,USR_0044,DEV_00180,biometric,success,2025-12-28T23:27:53.430570,192.168.52.207,CA,false
AUTH_000084,USR_0012,DEV_00120,mfa,success,2025-12-29T17:27:53.430580,192.168.239.145,RU,true
AUTH_000085,USR_0022,DEV_00058,biometric,success,2025-12-31T02:27:53.430589,192.168.88.156,CA,false
AUTH_000086,USR_0004,DEV_00176,sso,success,2026-01-01T12:27:53.430598,192.168.129.83,DE,true
AUTH_000087,USR_0121,DEV_00012,mfa,success,2025-12-27T23:27:53.430607,192.168.117.88,CA,false
AUTH_000088,USR_0141,DEV_00248,password,success,2026-01-01T04:27:53.430616,192.168.150.217,DE,true
AUTH_000089,USR_0066,DEV_00088,biometric,success,2025-12-31T13:27:53.430625,192.168.247.170,UK,true
AUTH_000090,USR_0120,DEV_00005,sso,success,2025-12-30T19:27:53.430634,192.168.160.163,RU,true
AUTH_000091,USR_0005,DEV_00150,certificate,failure,2025-12-26T18:27:53.430643,192.168.90.247,CA,true
AUTH_000092,USR_0098,DEV_00261,sso,challenge_required,2026-01-01T15:27:53.430652,192.168.19.75,DE,true
AUTH_000093,USR_0048,DEV_00102,biometric,success,2025-12-28T19:27:53.430661,192.168.36.185,CN,true
AUTH_000094,USR_0011,DEV_00127,sso,failure,2025-12-30T10:27:53.430671,192.168.166.28,DE,true
AUTH_000095,USR_0101,DEV_00081,sso,success,2025-12-29T22:27:53.430679,192.168.3.67,CN,false
AUTH_000096,USR_0061,DEV_00257,sso,success,2026-01-02T01:27:53.430689,192.168.75.202,DE,true
AUTH_000097,USR_0143,DEV_00144,certificate,success,2025-12-30T01:27:53.430699,192.168.5.32,CN,true
AUTH_000098,USR_0023,DEV_00196,mfa,success,2025-12-27T04:27:53.430708,192.168.11.109,DE,true
AUTH_000099,USR_0147,DEV_00079,biometric,success,2025-12-30T09:27:53.430716,192.168.173.194,UK,false
AUTH_000100,USR_0139,DEV_00068,biometric,success,2026-01-01T05:27:53.430725,192.168.162.185,IN,true
AUTH_000101,USR_0036,DEV_00159,mfa,success,2025-12-28T02:27:53.430734,192.168.43.95,DE,true
AUTH_000102,USR_0145,DEV_00081,biometric,success,2025-12-27T18:27:53.430743,192.168.3.67,CN,true
AUTH_000103,USR_0048,DEV_00163,password,success,2026-01-01T03:27:53.430752,192.168.119.95,RU,false
AUTH_000104,USR_0106,DEV_00211,sso,success,2025-12-26T21:27:53.430761,192.168.150.182,CA,true
AUTH_000105,USR_0028,DEV_00068,biometric,success,2025-12-27T04:27:53.430770,192.168.162.185,UK,true
AUTH_000106,USR_0060,DEV_00119,password,success,2025-12-29T21:27:53.430785,192.168.46.247,CN,false
AUTH_000107,USR_0035,DEV_00258,sso,success,2025-12-28T16:27:53.430795,192.168.57.35,CA,false
AUTH_000108,USR_0126,DEV_00243,mfa,success,2025-12-31T15:27:53.430804,192.168.225.217,US,false
AUTH_000109,USR_0004,DEV_00139,mfa,failure,2025-12-31T08:27:53.430813,192.168.90.137,RU,true
AUTH_000110,USR_0053,DEV_00034,biometric,success,2025-12-29T00:27:53.430822,192.168.129.96,DE,false
AUTH_000111,USR_0118,DEV_00127,biometric,success,2026-01-02T06:27:53.430832,192.168.166.28,CN,false
AUTH_000112,USR_0081,DEV_00202,biometric,success,2025-12-27T14:27:53.430840,192.168.223.96,IN,true
AUTH_000113,USR_0134,DEV_00056,mfa,success,2026-01-02T06:27:53.430850,192.168.243.165,IN,false
AUTH_000114,USR_0011,DEV_00286,password,success,2025-12-26T23:27:53.430859,192.168.133.179,CA,true
AUTH_000115,USR_0075,DEV_00226,sso,success,2025-12-30T11:27:53.430870,192.168.60.117,DE,true
AUTH_000116,USR_0109,DEV_00151,biometric,success,2026-01-02T03:27:53.430880,192.168.53.133,CA,false
AUTH_000117,USR_0116,DEV_00047,mfa,success,2026-01-01T12:27:53.430889,192.168.174.116,RU,true
AUTH_000118,USR_0101,DEV_00212,mfa,success,2026-01-02T10:27:53.430898,192.168.121.33,DE,true
AUTH_000119,USR_0117,DEV_00047,mfa,success,2025-12-26T18:27:53.430906,192.168.174.116,CN,true
AUTH_000120,USR_0024,DEV_00059,sso,success,2025-12-26T22:27:53.430916,192.168.120.32,US,false
AUTH_000121,USR_0131,DEV_00082,password,success,2025-12-29T15:27:53.430925,192.168.177.31,RU,true
AUTH_000122,USR_0086,DEV_00290,mfa,failure,2026-01-01T02:27:53.430934,192.168.118.230,RU,true
AUTH_000123,USR_0046,DEV_00027,certificate,success,2025-12-30T09:27:53.430944,192.168.101.34,UK,true
AUTH_000124,USR_0031,DEV_00068,biometric,failure,2026-01-02T16:27:53.430953,192.168.162.185,RU,false
AUTH_000125,USR_0004,DEV_00235,biometric,success,2025-12-28T09:27:53.430962,192.168.141.1,RU,true
AUTH_000126,USR_0002,DEV_00253,certificate,failure,2025-12-27T10:27:53.430975,192.168.230.167,DE,true
AUTH_000127,USR_0105,DEV_00227,password,success,2025-12-27T07:27:53.432796,192.168.190.30,CA,false
AUTH_000128,USR_0143,DEV_00107,password,success,2026-01-01T03:27:53.432836,192.168.15.164,CN,false
AUTH_000129,USR_0010,DEV_00075,biometric,failure,2025-12-27T13:27:53.432849,192.168.247.141,UK,true
AUTH_000130,USR_0085,DEV_00045,mfa,success,2025-12-29T06:27:53.432859,192.168.115.11,CA,false
AUTH_000131,USR_0147,DEV_00288,biometric,success,2025-12-28T20:27:53.432870,192.168.58.156,UK,true
AUTH_000132,USR_0024,DEV_00154,password,success,2025-12-29T15:27:53.432880,192.168.74.161,RU,false
AUTH_000133,USR_0141,DEV_00034,password,success,2026-01-01T06:27:53.432889,192.168.129.96,CN,false
AUTH_000134,USR_0085,DEV_00270,mfa,success,2025-12-31T11:27:53.432898,192.168.168.230,IN,true
AUTH_000135,USR_0028,DEV_00293,biometric,success,2025-12-26T23:27:53.432908,192.168.53.59,US,false
AUTH_000136,USR_0074,DEV_00219,sso,success,2025-12-30T07:27:53.432919,192.168.77.243,IN,false
AUTH_000137,USR_0034,DEV_00289,certificate,success,2025-12-26T23:27:53.432928,192.168.88.243,DE,true
AUTH_000138,USR_0060,DEV_00149,password,challenge_required,2026-01-02T16:27:53.432947,192.168.161.192,US,false
AUTH_000139,USR_0031,DEV_00107,certificate,success,2025-12-29T06:27:53.432958,192.168.15.164,US,false
AUTH_000140,USR_0090,DEV_00287,password,success,2025-12-31T10:27:53.432967,192.168.91.172,CN,true
AUTH_000141,USR_0073,DEV_00131,sso,success,2025-12-30T10:27:53.432977,192.168.209.173,IN,false
AUTH_000142,USR_0002,DEV_00059,biometric,success,2025-12-27T15:27:53.432987,192.168.120.32,US,true
AUTH_000143,USR_0045,DEV_00100,certificate,success,2025-12-30T02:27:53.432996,192.168.222.57,DE,true
AUTH_000144,USR_0035,DEV_00247,biometric,success,2025-12-28T19:27:53.433022,192.168.115.46,UK,false
AUTH_000145,USR_0106,DEV_00029,biometric,success,2025-12-30T12:27:53.433035,192.168.198.139,CN,false
AUTH_000146,USR_0143,DEV_00275,sso,success,2025-12-27T13:27:53.433044,192.168.57.213,RU,false
AUTH_000147,USR_0017,DEV_00077,sso,success,2026-01-02T09:27:53.433053,192.168.48.240,DE,true
AUTH_000148,USR_0147,DEV_00200,sso,success,2026-01-01T11:27:53.433062,192.168.13.191,CN,false
AUTH_000149,USR_0009,DEV_00140,mfa,success,2025-12-28T09:27:53.433073,192.168.236.16,UK,true
AUTH_000150,USR_0116,DEV_00155,mfa,success,2025-12-30T11:27:53.433082,192.168.236.53,US,false
AUTH_000151,USR_0010,DEV_00104,biometric,failure,2025-12-28T23:27:53.433091,192.168.142.106,US,true
AUTH_000152,USR_0124,DEV_00257,certificate,success,2025-12-30T01:27:53.433100,192.168.75.202,CN,false
AUTH_000153,USR_0084,DEV_00074,biometric,success,2026-01-01T15:27:53.433109,192.168.232.136,CN,true
AUTH_000154,USR_0053,DEV_00019,password,success,2025-12-28T03:27:53.433119,192.168.102.223,US,false
AUTH_000155,USR_0012,DEV_00045,password,success,2026-01-02T05:27:53.433128,192.168.115.11,IN,true
AUTH_000156,USR_0080,DEV_00012,mfa,success,2025-12-30T09:27:53.433137,192.168.117.88,UK,true
AUTH_000157,USR_0050,DEV_00147,certificate,success,2025-12-30T07:27:53.433146,192.168.253.221,CN,true
AUTH_000158,USR_0070,DEV_00077,password,success,2026-01-01T11:27:53.433155,192.168.48.240,IN,true
AUTH_000159,USR_0053,DEV_00278,sso,success,2025-12-30T07:27:53.433164,192.168.59.241,CA,false
AUTH_000160,USR_0147,DEV_00126,biometric,success,2025-12-30T09:27:53.433172,192.168.124.90,UK,false
AUTH_000161,USR_0013,DEV_00067,password,success,2026-01-02T04:27:53.433181,192.168.173.29,DE,true
AUTH_000162,USR_0014,DEV_00045,biometric,success,2025-12-31T19:27:53.433190,192.168.115.11,IN,true
AUTH_000163,USR_0115,DEV_00183,biometric,success,2025-12-31T14:27:53.433199,192.168.46.187,US,false
AUTH_000164,USR_0146,DEV_00068,password,success,2025-12-28T17:27:53.433208,192.168.162.185,DE,false
AUTH_000165,USR_0120,DEV_00241,mfa,success,2025-12-31T07:27:53.433221,192.168.247.88,RU,false
AUTH_000166,USR_0094,DEV_00201,sso,success,2025-12-30T04:27:53.433232,192.168.35.77,DE,false
AUTH_000167,USR_0008,DEV_00034,certificate,success,2025-12-29T23:27:53.433243,192.168.129.96,DE,true
AUTH_000168,USR_0044,DEV_00145,biometric,success,2025-12-27T06:27:53.433252,192.168.168.93,CA,true
AUTH_000169,USR_0104,DEV_00055,password,success,2025-12-26T18:27:53.433261,192.168.158.137,RU,false
AUTH_000170,USR_0137,DEV_00237,mfa,success,2025-12-29T07:27:53.433274,192.168.213.163,IN,true
AUTH_000171,USR_0141,DEV_00082,password,challenge_required,2025-12-29T14:27:53.433291,192.168.177.31,UK,true
AUTH_000172,USR_0111,DEV_00223,biometric,success,2025-12-30T01:27:53.433300,192.168.70.160,CN,true
AUTH_000173,USR_0045,DEV_00040,certificate,success,2025-12-27T14:27:53.433310,192.168.35.12,US,false
AUTH_000174,USR_0084,DEV_00285,mfa,success,2025-12-28T23:27:53.433319,192.168.243.199,UK,false
AUTH_000175,USR_0018,DEV_00056,certificate,success,2025-12-27T08:27:53.433327,192.168.243.165,UK,false
AUTH_000176,USR_0016,DEV_00047,biometric,success,2026-01-01T05:27:53.433336,192.168.174.116,RU,true
AUTH_000177,USR_0038,DEV_00077,certificate,success,2025-12-30T14:27:53.433345,192.168.48.240,IN,false
AUTH_000178,USR_0051,DEV_00106,sso,success,2025-12-30T07:27:53.433354,192.168.145.63,IN,false
AUTH_000179,USR_0112,DEV_00177,password,challenge_required,2025-12-27T11:27:53.433363,192.168.92.197,IN,false
AUTH_000180,USR_0033,DEV_00151,password,success,2025-12-27T20:27:53.433373,192.168.53.133,US,false
AUTH_000181,USR_0029,DEV_00145,certificate,failure,2025-12-31T04:27:53.433382,192.168.168.93,CN,false
AUTH_000182,USR_0082,DEV_00196,biometric,success,2025-12-29T01:27:53.433391,192.168.11.109,CA,true
AUTH_000183,USR_0122,DEV_00072,sso,success,2025-12-29T14:27:53.433400,192.168.147.174,RU,false
AUTH_000184,USR_0040,DEV_00148,mfa,challenge_required,2026-01-01T08:27:53.433412,192.168.95.226,US,true
AUTH_000185,USR_0005,DEV_00074,certificate,success,2025-12-28T12:27:53.433422,192.168.232.136,CA,true
AUTH_000186,USR_0022,DEV_00071,certificate,success,2025-12-29T06:27:53.433431,192.168.77.58,RU,false
AUTH_000187,USR_0047,DEV_00233,certificate,success,2025-12-27T19:27:53.433440,192.168.83.62,DE,false
AUTH_000188,USR_0058,DEV_00096,biometric,success,2026-01-02T15:27:53.433449,192.168.237.116,DE,true
AUTH_000189,USR_0129,DEV_00138,biometric,success,2025-12-27T21:27:53.433458,192.168.222.31,UK,true
AUTH_000190,USR_0010,DEV_00291,password,success,2025-12-29T18:27:53.433467,192.168.133.138,IN,true
AUTH_000191,USR_0124,DEV_00041,sso,success,2025-12-28T02:27:53.433476,192.168.76.52,DE,true
AUTH_000192,USR_0134,DEV_00046,password,success,2025-12-26T23:27:53.433485,192.168.218.156,CN,false
AUTH_000193,USR_0014,DEV_00176,certificate,success,2026-01-02T14:27:53.433494,192.168.129.83,DE,true
AUTH_000194,USR_0132,DEV_00241,certificate,success,2025-12-30T04:27:53.433502,192.168.247.88,UK,false
AUTH_000195,USR_0075,DEV_00086,sso,success,2025-12-27T08:27:53.433511,192.168.102.66,CN,false
AUTH_000196,USR_0016,DEV_00243,password,success,2025-12-27T14:27:53.433520,192.168.225.217,CN,false
AUTH_000197,USR_0007,DEV_00147,biometric,success,2026-01-01T08:27:53.433528,192.168.253.221,US,true
AUTH_000198,USR_0072,DEV_00130,sso,success,2025-12-30T17:27:53.433537,192.168.221.126,RU,false
AUTH_000199,USR_0004,DEV_00058,mfa,success,2025-12-27T09:27:53.433546,192.168.88.156,CN,true
AUTH_000200,USR_0115,DEV_00190,mfa,success,2025-12-30T22:27:53.433554,192.168.141.216,DE,true
AUTH_000201,USR_0136,DEV_00017,mfa,success,2026-01-01T19:27:53.433564,192.168.221.81,IN,true
AUTH_000202,USR_0127,DEV_00212,certificate,success,2025-12-31T04:27:53.433576,192.168.121.33,CN,true
AUTH_000203,USR_0054,DEV_00296,password,success,2025-12-30T00:27:53.433585,192.168.179.133,CN,false
AUTH_000204,USR_0030,DEV_00027,certificate,success,2025-12-29T10:27:53.433597,192.168.101.34,UK,false
AUTH_000205,USR_0137,DEV_00120,certificate,success,2025-12-29T13:27:53.433606,192.168.239.145,UK,true
AUTH_000206,USR_0136,DEV_00223,certificate,success,2025-12-28T22:27:53.433615,192.168.70.160,CN,false
AUTH_000207,USR_0136,DEV_00022,sso,success,2025-12-28T00:27:53.433624,192.168.78.204,RU,false
AUTH_000208,USR_0070,DEV_00172,sso,success,2026-01-01T15:27:53.433633,192.168.51.232,CN,false
AUTH_000209,USR_0119,DEV_00124,mfa,success,2025-12-27T10:27:53.433642,192.168.131.192,IN,false
AUTH_000210,USR_0047,DEV_00161,password,success,2026-01-02T14:27:53.433651,192.168.147.96,US,false
AUTH_000211,USR_0026,DEV_00269,sso,success,2025-12-28T22:27:53.433660,192.168.226.12,CA,false
AUTH_000212,USR_0065,DEV_00099,password,success,2025-12-27T02:27:53.433669,192.168.132.226,US,true
AUTH_000213,USR_0032,DEV_00062,mfa,success,2025-12-27T06:27:53.433679,192.168.226.216,DE,true
AUTH_000214,USR_0029,DEV_00095,password,success,2025-12-28T17:27:53.433688,192.168.106.248,CN,false
AUTH_000215,USR_0071,DEV_00219,sso,success,2025-12-30T06:27:53.433698,192.168.77.243,CA,true
AUTH_000216,USR_0071,DEV_00032,password,success,2025-12-30T03:27:53.433707,192.168.36.224,UK,false
AUTH_000217,USR_0046,DEV_00226,biometric,success,2025-12-31T13:27:53.433716,192.168.60.117,DE,true
AUTH_000218,USR_0126,DEV_00056,mfa,success,2025-12-29T02:27:53.433729,192.168.243.165,IN,true
AUTH_000219,USR_0114,DEV_00133,password,success,2026-01-01T22:27:53.433739,192.168.178.236,IN,false
AUTH_000220,USR_0115,DEV_00010,password,failure,2026-01-01T02:27:53.433749,192.168.30.196,US,false
AUTH_000221,USR_0069,DEV_00078,biometric,success,2025-12-29T12:27:53.433758,192.168.120.70,US,false
AUTH_000222,USR_0123,DEV_00224,biometric,success,2026-01-01T23:27:53.433767,192.168.200.68,CA,true
AUTH_000223,USR_0099,DEV_00247,sso,success,2025-12-27T23:27:53.433783,192.168.115.46,UK,false
AUTH_000224,USR_0103,DEV_00029,password,success,2025-12-26T19:27:53.433792,192.168.198.139,UK,false
AUTH_000225,USR_0021,DEV_00236,mfa,success,2025-12-30T14:27:53.433801,192.168.85.144,CA,true
AUTH_000226,USR_0099,DEV_00098,password,success,2025-12-29T13:27:53.433810,192.168.235.63,CN,false
AUTH_000227,USR_0125,DEV_00044,mfa,failure,2025-12-29T00:27:53.433819,192.168.140.76,CA,true
AUTH_000228,USR_0050,DEV_00013,mfa,success,2025-12-27T09:27:53.433828,192.168.114.170,DE,false
AUTH_000229,USR_0017,DEV_00277,biometric,success,2025-12-28T09:27:53.433837,192.168.193.31,RU,false
AUTH_000230,USR_0005,DEV_00019,password,success,2025-12-30T02:27:53.433845,192.168.102.223,DE,true
AUTH_000231,USR_0031,DEV_00109,certificate,success,2025-12-28T03:27:53.433853,192.168.151.37,CN,true
AUTH_000232,USR_0149,DEV_00120,mfa,failure,2026-01-02T07:27:53.433863,192.168.239.145,DE,true
AUTH_000233,USR_0121,DEV_00024,mfa,success,2025-12-26T18:27:53.433872,192.168.129.39,US,true
AUTH_000234,USR_0013,DEV_00158,certificate,success,2026-01-01T16:27:53.433884,192.168.207.110,IN,true
AUTH_000235,USR_0044,DEV_00033,password,success,2026-01-01T13:27:53.433893,192.168.116.232,DE,true
AUTH_000236,USR_0017,DEV_00104,sso,success,2025-12-29T10:27:53.433902,192.168.142.106,US,true
AUTH_000237,USR_0083,DEV_00110,mfa,success,2025-12-27T09:27:53.433912,192.168.191.250,UK,true
AUTH_000238,USR_0031,DEV_00141,mfa,success,2025-12-29T06:27:53.433920,192.168.148.162,CN,false
AUTH_000239,USR_0142,DEV_00085,password,success,2025-12-27T12:27:53.433929,192.168.24.231,CA,true
AUTH_000240,USR_0097,DEV_00081,password,success,2025-12-28T12:27:53.433939,192.168.3.67,US,true
AUTH_000241,USR_0046,DEV_00046,sso,success,2025-12-27T09:27:53.433949,192.168.218.156,DE,false
AUTH_000242,USR_0033,DEV_00106,biometric,success,2025-12-30T19:27:53.433958,192.168.145.63,DE,false
AUTH_000243,USR_0062,DEV_00090,biometric,success,2026-01-02T07:27:53.433971,192.168.49.240,CA,false
AUTH_000244,USR_0023,DEV_00155,biometric,success,2026-01-02T15:27:53.433981,192.168.236.53,CA,true
AUTH_000245,USR_0031,DEV_00272,sso,challenge_required,2025-12-27T02:27:53.433989,192.168.155.184,RU,true
AUTH_000246,USR_0119,DEV_00107,password,success,2025-12-31T15:27:53.433999,192.168.15.164,RU,true
AUTH_000247,USR_0122,DEV_00255,password,success,2026-01-02T05:27:53.434031,192.168.19.14,CN,false
AUTH_000248,USR_0073,DEV_00108,biometric,success,2025-12-30T03:27:53.434045,192.168.231.223,RU,false
AUTH_000249,USR_0012,DEV_00054,mfa,success,2025-12-27T23:27:53.434060,192.168.42.83,CA,true
