event_id,device_id,resource_id,access_type,outcome,timestamp,data_size_bytes
RACCESS_000151,DEV_00189,RES_0048,delete,allowed,2025-12-30T06:27:53.712471,594041329
RACCESS_000152,DEV_00207,RES_0070,execute,allowed,2025-12-28T03:27:53.712482,159682195
RACCESS_000153,DEV_00280,RES_0058,delete,denied,2025-12-27T23:27:53.712491,791165560
RACCESS_000154,DEV_00107,RES_0024,read,denied,2025-12-26T17:27:53.712503,261969322
RACCESS_000155,DEV_00010,RES_0016,read,allowed,2025-12-28T11:27:53.712513,257281679
RACCESS_000156,DEV_00080,RES_0000,write,allowed,2026-01-01T15:27:53.712523,917460782
RACCESS_000157,DEV_00194,RES_0023,write,allowed,2025-12-27T10:27:53.712531,310305123
RACCESS_000158,DEV_00242,RES_0029,read,denied,2026-01-02T13:27:53.712539,637205130
RACCESS_000159,DEV_00259,RES_0016,read,denied,2025-12-28T03:27:53.712548,891312404
RACCESS_000160,DEV_00058,RES_0052,read,allowed,2025-12-31T01:27:53.712556,460676534
RACCESS_000161,DEV_00089,RES_0071,delete,allowed,2025-12-26T20:27:53.712564,66747738
RACCESS_000162,DEV_00053,RES_0047,execute,allowed,2025-12-27T15:27:53.712573,446344457
RACCESS_000163,DEV_00179,RES_0020,execute,allowed,2026-01-02T14:27:53.712581,177805275
RACCESS_000164,DEV_00209,RES_0053,read,allowed,2026-01-01T05:27:53.712589,689885747
RACCESS_000165,DEV_00227,RES_0026,execute,allowed,2025-12-31T19:27:53.712598,618143894
RACCESS_000166,DEV_00011,RES_0073,read,allowed,2025-12-30T16:27:53.712607,72212125
RACCESS_000167,DEV_00082,RES_0069,write,allowed,2026-01-01T22:27:53.712615,705164585
RACCESS_000168,DEV_00227,RES_0044,execute,allowed,2025-12-30T02:27:53.712623,49615177
RACCESS_000169,DEV_00274,RES_0022,write,allowed,2026-01-02T14:27:53.712631,904444754
RACCESS_000170,DEV_00141,RES_0063,write,allowed,2025-12-27T09:27:53.712640,140244020
RACCESS_000171,DEV_00135,RES_0073,read,allowed,2025-12-30T17:27:53.712650,547605434
RACCESS_000172,DEV_00272,RES_0022,delete,allowed,2025-12-27T20:27:53.712659,229037835
RACCESS_000173,DEV_00111,RES_0045,execute,allowed,2026-01-02T09:27:53.712671,508859292
RACCESS_000174,DEV_00033,RES_0075,read,allowed,2025-12-28T13:27:53.712680,239694134
RACCESS_000175,DEV_00142,RES_0017,execute,allowed,2025-12-31T20:27:53.712688,53330801
RACCESS_000176,DEV_00265,RES_0073,delete,allowed,2026-01-02T14:27:53.712696,660288973
RACCESS_000177,DEV_00014,RES_0013,delete,allowed,2026-01-01T21:27:53.712704,497958800
RACCESS_000178,DEV_00146,RES_0069,execute,allowed,2026-01-02T12:27:53.712713,437275623
RACCESS_000179,DEV_00275,RES_0053,execute,allowed,2025-12-30T18:27:53.712721,256256231
RACCESS_000180,DEV_00274,RES_0076,delete,allowed,2025-12-29T17:27:53.712729,175269018
RACCESS_000181,DEV_00128,RES_0045,write,denied,2026-01-02T01:27:53.712737,938051240
RACCESS_000182,DEV_00070,RES_0073,read,allowed,2025-12-29T12:27:53.712746,768278635
RACCESS_000183,DEV_00206,RES_0047,read,allowed,2025-12-28T18:27:53.712754,282105048
RACCESS_000184,DEV_00252,RES_0056,write,allowed,2025-12-30T16:27:53.712762,224573129
RACCESS_000185,DEV_00221,RES_0050,execute,allowed,2025-12-27T01:27:53.712771,564528044
RACCESS_000186,DEV_00150,RES_0055,delete,allowed,2026-01-02T15:27:53.712780,233363687
RACCESS_000187,DEV_00124,RES_0045,read,allowed,2025-12-28T07:27:53.712788,834875503
RACCESS_000188,DEV_00025,RES_0013,delete,allowed,2025-12-28T22:27:53.712797,853958155
RACCESS_000189,DEV_00208,RES_0044,read,allowed,2025-12-29T12:27:53.712805,36065843
RACCESS_000190,DEV_00127,RES_0004,execute,allowed,2025-12-29T20:27:53.712813,941388857
RACCESS_000191,DEV_00257,RES_0043,execute,allowed,2025-12-31T13:27:53.712825,890447466
RACCESS_000192,DEV_00213,RES_0029,write,allowed,2025-12-31T20:27:53.712834,631507411
RACCESS_000193,DEV_00063,RES_0077,delete,denied,2025-12-26T22:27:53.712842,361141812
RACCESS_000194,DEV_00249,RES_0048,write,allowed,2025-12-30T23:27:53.712850,234669219
RACCESS_000195,DEV_00127,RES_0076,execute,allowed,2025-12-31T02:27:53.712858,444459636
RACCESS_000196,DEV_00113,RES_0004,execute,allowed,2025-12-31T07:27:53.712866,874547798
RACCESS_000197,DEV_00228,RES_0059,read,allowed,2025-12-27T03:27:53.712874,542229129
RACCESS_000198,DEV_00244,RES_0068,read,denied,2025-12-26T20:27:53.712882,86407143
RACCESS_000199,DEV_00282,RES_0059,read,allowed,2025-12-29T14:27:53.712891,702867913
RACCESS_000200,DEV_00292,RES_0025,delete,allowed,2026-01-02T02:27:53.712899,354135325
RACCESS_000201,DEV_00175,RES_0048,execute,allowed,2025-12-31T22:27:53.712908,283423976
RACCESS_000202,DEV_00066,RES_0057,delete,allowed,2025-12-26T21:27:53.712916,698334276
RACCESS_000203,DEV_00227,RES_0065,delete,allowed,2025-12-28T18:27:53.712927,127244991
RACCESS_000204,DEV_00235,RES_0008,write,allowed,2025-12-30T01:27:53.712938,945655468
RACCESS_000205,DEV_00205,RES_0039,execute,allowed,2026-01-01T12:27:53.712950,283093448
RACCESS_000206,DEV_00114,RES_0052,delete,denied,2025-12-27T13:27:53.712959,954033825
RACCESS_000207,DEV_00119,RES_0048,read,denied,2025-12-30T08:27:53.712967,962642658
RACCESS_000208,DEV_00006,RES_0064,execute,allowed,2026-01-02T13:27:53.712980,63959127
RACCESS_000209,DEV_00080,RES_0047,read,denied,2025-12-27T18:27:53.712989,997764677
RACCESS_000210,DEV_00088,RES_0071,read,denied,2025-12-29T12:27:53.713008,48620022
RACCESS_000211,DEV_00086,RES_0041,write,allowed,2025-12-30T14:27:53.713018,74186532
RACCESS_000212,DEV_00059,RES_0000,write,allowed,2026-01-01T22:27:53.713026,240322783
RACCESS_000213,DEV_00289,RES_0017,read,allowed,2025-12-26T23:27:53.713034,946517824
RACCESS_000214,DEV_00294,RES_0017,write,denied,2025-12-27T04:27:53.713042,202906347
RACCESS_000215,DEV_00235,RES_0000,execute,denied,2025-12-29T05:27:53.713050,262765135
RACCESS_000216,DEV_00124,RES_0019,write,denied,2025-12-31T08:27:53.713059,714031118
RACCESS_000217,DEV_00027,RES_0001,write,allowed,2025-12-31T21:27:53.713067,582831115
RACCESS_000218,DEV_00166,RES_0020,read,allowed,2026-01-02T14:27:53.713075,43827892
RACCESS_000219,DEV_00200,RES_0017,write,allowed,2025-12-28T13:27:53.713083,325711434
RACCESS_000220,DEV_00271,RES_0051,read,allowed,2025-12-30T20:27:53.713092,859103822
RACCESS_000221,DEV_00263,RES_0064,write,allowed,2025-12-29T01:27:53.713100,654051171
RACCESS_000222,DEV_00013,RES_0021,read,denied,2025-12-31T20:27:53.713109,497791155
RACCESS_000223,DEV_00206,RES_0074,read,allowed,2025-12-30T20:27:53.713117,963692940
RACCESS_000224,DEV_00162,RES_0005,write,allowed,2025-12-26T22:27:53.713126,979075273
RACCESS_000225,DEV_00087,RES_0055,write,allowed,2025-12-31T22:27:53.713134,880742439
RACCESS_000226,DEV_00252,RES_0020,delete,allowed,2025-12-28T02:27:53.713142,203208869
RACCESS_000227,DEV_00251,RES_0037,delete,allowed,2025-12-30T20:27:53.713150,56208895
RACCESS_000228,DEV_00039,RES_0023,execute,allowed,2025-12-27T04:27:53.713158,38752386
RACCESS_000229,DEV_00275,RES_0044,execute,allowed,2026-01-01T04:27:53.713166,696053809
RACCESS_000230,DEV_00005,RES_0052,delete,denied,2025-12-31T06:27:53.713178,126348470
RACCESS_000231,DEV_00075,RES_0033,write,allowed,2025-12-28T00:27:53.713187,954915536
RACCESS_000232,DEV_00091,RES_0057,read,allowed,2025-12-30T08:27:53.713196,829081963
RACCESS_000233,DEV_00156,RES_0043,execute,allowed,2025-12-27T18:27:53.713206,796776242
RACCESS_000234,DEV_00169,RES_0034,read,allowed,2026-01-01T06:27:53.713214,250534936
RACCESS_000235,DEV_00224,RES_0048,read,allowed,2025-12-29T18:27:53.713222,195622640
RACCESS_000236,DEV_00115,RES_0004,read,allowed,2025-12-28T18:27:53.713230,233434339
RACCESS_000237,DEV_00099,RES_0033,delete,allowed,2026-01-02T13:27:53.713241,270362338
RACCESS_000238,DEV_00183,RES_0018,delete,allowed,2026-01-02T01:27:53.713250,380242435
RACCESS_000239,DEV_00086,RES_0052,execute,allowed,2025-12-26T19:27:53.713258,828940473
RACCESS_000240,DEV_00262,RES_0078,read,allowed,2025-12-29T16:27:53.713266,777556269
RACCESS_000241,DEV_00059,RES_0031,read,allowed,2025-12-27T20:27:53.713274,827060806
RACCESS_000242,DEV_00244,RES_0049,write,allowed,2025-12-27T04:27:53.713282,363148935
RACCESS_000243,DEV_00149,RES_0005,read,allowed,2025-12-31T21:27:53.713290,876895666
RACCESS_000244,DEV_00071,RES_0001,write,denied,2025-12-29T01:27:53.713299,826772693
RACCESS_000245,DEV_00234,RES_0071,execute,allowed,2026-01-01T14:27:53.713307,168736058
RACCESS_000246,DEV_00245,RES_0000,delete,allowed,2026-01-01T00:27:53.713315,518538067
RACCESS_000247,DEV_00098,RES_0002,write,allowed,2025-12-31T18:27:53.713324,973592578
RACCESS_000248,DEV_00031,RES_0006,read,allowed,2025-12-31T09:27:53.713333,630931357
RACCESS_000249,DEV_00007,RES_0011,read,allowed,2026-01-02T04:27:53.713344,54277704
RACCESS_000250,DEV_00291,RES_0022,write,allowed,2026-01-02T16:27:53.713353,211850967
RACCESS_000251,DEV_00279,RES_0067,execute,allowed,2025-12-30T03:27:53.713362,122993351
RACCESS_000252,DEV_00149,RES_0013,execute,allowed,2025-12-31T23:27:53.713370,456831577
RACCESS_000253,DEV_00188,RES_0036,read,allowed,2025-12-29T12:27:53.713378,189177270
RACCESS_000254,DEV_00145,RES_0017,delete,denied,2025-12-29T19:27:53.713387,395459336
RACCESS_000255,DEV_00114,RES_0065,execute,allowed,2025-12-28T14:27:53.713397,623999891
RACCESS_000256,DEV_00046,RES_0040,delete,allowed,2025-12-31T20:27:53.713406,987987149
RACCESS_000257,DEV_00027,RES_0046,write,denied,2025-12-28T03:27:53.713415,243513693
RACCESS_000258,DEV_00241,RES_0008,delete,denied,2025-12-28T13:27:53.713423,353654251
RACCESS_000259,DEV_00160,RES_0032,execute,allowed,2025-12-30T21:27:53.713432,906361806
RACCESS_000260,DEV_00078,RES_0037,execute,allowed,2025-12-30T09:27:53.713441,521133587
RACCESS_000261,DEV_00093,RES_0076,delete,allowed,2026-01-01T01:27:53.713449,197291216
RACCESS_000262,DEV_00013,RES_0078,read,allowed,2025-12-30T14:27:53.713457,240320863
RACCESS_000263,DEV_00051,RES_0005,read,allowed,2026-01-02T01:27:53.713466,648004201
RACCESS_000264,DEV_00227,RES_0003,execute,allowed,2026-01-02T05:27:53.713474,273211835
RACCESS_000265,DEV_00126,RES_0001,write,allowed,2025-12-27T03:27:53.713482,231267348
RACCESS_000266,DEV_00179,RES_0004,read,allowed,2025-12-31T20:27:53.713490,219955188
RACCESS_000267,DEV_00113,RES_0044,execute,allowed,2025-12-29T21:27:53.713498,129892206
RACCESS_000268,DEV_00282,RES_0015,write,denied,2025-12-31T00:27:53.713506,189936252
RACCESS_000269,DEV_00278,RES_0065,read,allowed,2025-12-26T16:27:53.713530,299951535
RACCESS_000270,DEV_00227,RES_0030,read,allowed,2025-12-28T18:27:53.713540,622797585
RACCESS_000271,DEV_00297,RES_0072,read,allowed,2025-12-26T16:27:53.713549,961490436
RACCESS_000272,DEV_00172,RES_0063,write,allowed,2025-12-28T13:27:53.713559,415430878
RACCESS_000273,DEV_00282,RES_0038,read,allowed,2026-01-01T14:27:53.713572,455044331
RACCESS_000274,DEV_00066,RES_0071,write,allowed,2025-12-31T14:27:53.713581,918253201
RACCESS_000275,DEV_00202,RES_0018,delete,allowed,2025-12-30T14:27:53.713589,712434017
RACCESS_000276,DEV_00061,RES_0073,read,allowed,2025-12-27T00:27:53.713597,213792436
RACCESS_000277,DEV_00294,RES_0040,write,allowed,2025-12-29T20:27:53.713605,941782660
RACCESS_000278,DEV_00157,RES_0034,read,allowed,2025-12-30T07:27:53.713613,287812494
RACCESS_000279,DEV_00198,RES_0030,write,allowed,2025-12-31T18:27:53.713621,476287910
RACCESS_000280,DEV_00011,RES_0001,execute,allowed,2026-01-01T05:27:53.713630,460933346
RACCESS_000281,DEV_00284,RES_0053,read,allowed,2025-12-27T18:27:53.713638,996909464
RACCESS_000282,DEV_00154,RES_0038,execute,allowed,2026-01-02T07:27:53.713646,686730601
RACCESS_000283,DEV_00251,RES_0063,execute,allowed,2026-01-01T00:27:53.713654,559010362
RACCESS_000284,DEV_00212,RES_0063,delete,allowed,2025-12-31T14:27:53.713663,888292609
RACCESS_000285,DEV_00283,RES_0077,delete,allowed,2026-01-01T01:27:53.713672,343927897
RACCESS_000286,DEV_00285,RES_0065,read,allowed,2025-12-26T17:27:53.713680,427799765
RACCESS_000287,DEV_00083,RES_0045,write,allowed,2025-12-30T06:27:53.713689,946652204
