device_id,resource_id,access_count,last_access
DEV_00005,RES_0002,20,2025-12-26T17:27:53.842392
DEV_00006,RES_0037,42,2025-12-30T15:27:53.842405
DEV_00006,RES_0009,15,2025-12-28T11:27:53.842410
DEV_00006,RES_0048,67,2025-12-30T05:27:53.842414
DEV_00006,RES_0001,51,2025-12-26T22:27:53.842419
DEV_00006,RES_0070,9,2025-12-30T17:27:53.842423
DEV_00006,RES_0079,69,2025-12-30T02:27:53.842428
DEV_00006,RES_0019,46,2025-12-28T03:27:53.842432
DEV_00006,RES_0000,55,2025-12-29T13:27:53.842436
DEV_00006,RES_0036,73,2026-01-01T03:27:53.842442
DEV_00006,RES_0015,78,2026-01-01T22:27:53.842447
DEV_00006,RES_0004,26,2025-12-28T05:27:53.842451
DEV_00006,RES_0058,42,2025-12-27T03:27:53.842456
DEV_00006,RES_0038,92,2025-12-31T19:27:53.842460
DEV_00006,RES_0021,2,2025-12-30T18:27:53.842465
DEV_00006,RES_0045,86,2025-12-31T07:27:53.842469
DEV_00006,RES_0051,67,2025-12-30T01:27:53.842474
DEV_00007,RES_0004,100,2025-12-30T00:27:53.842485
DEV_00007,RES_0078,26,2025-12-31T19:27:53.842490
DEV_00007,RES_0051,78,2025-12-31T15:27:53.842494
DEV_00007,RES_0007,80,2025-12-30T03:27:53.842499
DEV_00007,RES_0061,32,2026-01-02T10:27:53.842504
DEV_00007,RES_0025,29,2025-12-31T21:27:53.842508
DEV_00007,RES_0021,13,2025-12-26T19:27:53.842513
DEV_00007,RES_0070,2,2025-12-29T02:27:53.842517
DEV_00007,RES_0045,82,2025-12-27T02:27:53.842526
DEV_00007,RES_0013,97,2025-12-27T21:27:53.842531
DEV_00007,RES_0060,69,2026-01-02T07:27:53.842535
DEV_00007,RES_0054,5,2026-01-02T15:27:53.842540
DEV_00008,RES_0012,26,2025-12-29T21:27:53.842554
DEV_00008,RES_0062,78,2025-12-28T18:27:53.842559
DEV_00008,RES_0014,57,2025-12-28T17:27:53.842564
DEV_00008,RES_0043,70,2026-01-01T10:27:53.842568
DEV_00008,RES_0006,6,2025-12-29T13:27:53.842573
DEV_00009,RES_0039,52,2026-01-01T22:27:53.842583
DEV_00009,RES_0022,97,2025-12-28T20:27:53.842587
DEV_00009,RES_0055,9,2025-12-27T12:27:53.842592
DEV_00009,RES_0049,27,2025-12-30T12:27:53.842596
DEV_00009,RES_0059,94,2026-01-02T16:27:53.842601
DEV_00010,RES_0022,17,2025-12-30T08:27:53.842610
DEV_00010,RES_0079,88,2025-12-26T16:27:53.842614
DEV_00010,RES_0023,29,2026-01-01T05:27:53.842619
DEV_00010,RES_0031,21,2025-12-30T23:27:53.842624
DEV_00010,RES_0038,92,2025-12-30T19:27:53.842628
DEV_00011,RES_0069,67,2025-12-27T08:27:53.842640
DEV_00011,RES_0058,84,2025-12-27T13:27:53.842644
DEV_00011,RES_0054,100,2025-12-31T19:27:53.842649
DEV_00011,RES_0008,41,2025-12-27T02:27:53.842654
DEV_00011,RES_0053,28,2026-01-02T12:27:53.842658
DEV_00011,RES_0038,66,2025-12-28T09:27:53.842663
DEV_00011,RES_0046,17,2025-12-29T00:27:53.842667
DEV_00011,RES_0061,40,2025-12-29T10:27:53.842675
DEV_00011,RES_0003,15,2025-12-30T12:27:53.842680
DEV_00011,RES_0010,24,2026-01-01T03:27:53.842684
DEV_00011,RES_0040,35,2025-12-28T14:27:53.842689
DEV_00011,RES_0064,63,2025-12-30T10:27:53.842693
DEV_00012,RES_0010,70,2025-12-27T00:27:53.842709
DEV_00012,RES_0025,21,2026-01-01T23:27:53.842714
DEV_00012,RES_0014,100,2025-12-27T02:27:53.842718
DEV_00012,RES_0004,14,2026-01-02T03:27:53.842723
DEV_00012,RES_0006,45,2026-01-01T13:27:53.842727
DEV_00012,RES_0074,25,2025-12-31T17:27:53.842732
DEV_00012,RES_0060,85,2025-12-28T17:27:53.842737
DEV_00012,RES_0058,77,2025-12-30T16:27:53.842741
DEV_00012,RES_0053,84,2025-12-28T05:27:53.842746
DEV_00012,RES_0046,38,2025-12-30T03:27:53.842750
DEV_00012,RES_0007,14,2025-12-28T10:27:53.842755
DEV_00012,RES_0057,58,2026-01-01T04:27:53.842759
DEV_00012,RES_0073,36,2026-01-02T15:27:53.842764
DEV_00012,RES_0040,69,2025-12-28T21:27:53.842768
DEV_00012,RES_0070,55,2025-12-28T09:27:53.842775
DEV_00012,RES_0069,53,2025-12-29T06:27:53.842780
DEV_00012,RES_0022,9,2025-12-27T18:27:53.842784
DEV_00012,RES_0049,85,2026-01-02T15:27:53.842789
DEV_00013,RES_0050,84,2025-12-31T06:27:53.842801
DEV_00013,RES_0030,83,2026-01-01T23:27:53.842806
DEV_00013,RES_0041,36,2025-12-31T17:27:53.842811
DEV_00013,RES_0062,52,2025-12-29T23:27:53.842815
DEV_00013,RES_0053,17,2025-12-28T21:27:53.842820
DEV_00013,RES_0073,51,2025-12-30T08:27:53.842824
DEV_00013,RES_0019,20,2026-01-01T19:27:53.842829
DEV_00013,RES_0003,48,2026-01-01T20:27:53.842833
DEV_00013,RES_0079,89,2026-01-02T04:27:53.842838
DEV_00013,RES_0018,77,2025-12-29T11:27:53.842843
DEV_00013,RES_0038,66,2025-12-31T05:27:53.842847
DEV_00013,RES_0045,92,2025-12-29T14:27:53.842853
DEV_00013,RES_0067,61,2025-12-27T23:27:53.842857
DEV_00013,RES_0004,72,2026-01-01T10:27:53.842865
DEV_00013,RES_0063,24,2025-12-28T13:27:53.842869
DEV_00013,RES_0040,49,2025-12-30T10:27:53.842873
DEV_00014,RES_0024,53,2025-12-30T00:27:53.842885
DEV_00014,RES_0011,52,2026-01-02T15:27:53.842889
DEV_00014,RES_0052,2,2025-12-28T08:27:53.842894
DEV_00014,RES_0044,51,2026-01-01T16:27:53.842898
DEV_00014,RES_0028,4,2025-12-30T05:27:53.842903
DEV_00014,RES_0019,18,2025-12-27T08:27:53.842907
DEV_00014,RES_0053,21,2026-01-02T02:27:53.842912
DEV_00014,RES_0015,23,2025-12-28T18:27:53.842916
DEV_00014,RES_0027,34,2025-12-31T05:27:53.842921
DEV_00014,RES_0003,65,2025-12-28T10:27:53.842925
DEV_00014,RES_0045,88,2026-01-01T12:27:53.842930
DEV_00014,RES_0050,60,2025-12-27T14:27:53.842934
DEV_00014,RES_0054,88,2025-12-31T09:27:53.842939
DEV_00015,RES_0014,29,2026-01-01T04:27:53.842951
DEV_00015,RES_0041,7,2025-12-30T21:27:53.842956
DEV_00015,RES_0010,84,2025-12-27T11:27:53.842961
DEV_00015,RES_0016,70,2025-12-31T20:27:53.842966
DEV_00015,RES_0046,22,2025-12-27T21:27:53.842970
DEV_00015,RES_0077,32,2025-12-29T22:27:53.842982
DEV_00015,RES_0007,76,2025-12-30T12:27:53.842986
DEV_00015,RES_0047,77,2025-12-27T10:27:53.842991
DEV_00015,RES_0001,64,2026-01-01T06:27:53.842995
DEV_00015,RES_0057,77,2025-12-30T20:27:53.843000
DEV_00015,RES_0074,77,2026-01-02T16:27:53.843013
DEV_00015,RES_0058,94,2025-12-30T16:27:53.843017
DEV_00015,RES_0035,4,2025-12-28T05:27:53.843025
DEV_00015,RES_0009,28,2025-12-30T01:27:53.843029
DEV_00015,RES_0059,50,2025-12-27T03:27:53.843034
DEV_00015,RES_0003,99,2025-12-28T00:27:53.843038
DEV_00015,RES_0068,95,2026-01-01T21:27:53.843043
DEV_00015,RES_0042,64,2026-01-01T08:27:53.843051
DEV_00015,RES_0049,7,2025-12-28T11:27:53.843058
DEV_00016,RES_0011,71,2025-12-29T04:27:53.843072
DEV_00016,RES_0069,93,2026-01-02T14:27:53.843077
DEV_00016,RES_0071,13,2025-12-29T03:27:53.843082
DEV_00016,RES_0023,80,2026-01-01T20:27:53.843086
DEV_00016,RES_0006,2,2025-12-31T10:27:53.843091
DEV_00016,RES_0021,29,2026-01-02T01:27:53.843095
DEV_00016,RES_0060,78,2025-12-27T05:27:53.843100
DEV_00016,RES_0046,45,2025-12-26T23:27:53.843104
DEV_00016,RES_0026,74,2025-12-27T06:27:53.843109
DEV_00016,RES_0032,27,2025-12-28T16:27:53.843113
DEV_00016,RES_0067,69,2026-01-01T17:27:53.843118
DEV_00016,RES_0063,50,2025-12-27T14:27:53.843122
DEV_00016,RES_0019,54,2025-12-27T16:27:53.843127
DEV_00016,RES_0052,61,2025-12-27T20:27:53.843131
DEV_00016,RES_0054,72,2026-01-01T01:27:53.843136
DEV_00016,RES_0004,1,2025-12-31T19:27:53.843140
DEV_00016,RES_0034,11,2026-01-02T11:27:53.843145
DEV_00016,RES_0047,40,2025-12-30T10:27:53.843149
DEV_00016,RES_0035,56,2025-12-30T23:27:53.843154
DEV_00016,RES_0027,15,2026-01-01T05:27:53.843158
DEV_00017,RES_0031,4,2025-12-27T06:27:53.843171
DEV_00017,RES_0045,72,2025-12-27T17:27:53.843175
DEV_00017,RES_0034,56,2025-12-30T01:27:53.843180
DEV_00017,RES_0032,71,2025-12-29T10:27:53.843184
DEV_00017,RES_0079,27,2026-01-01T05:27:53.843189
DEV_00017,RES_0049,53,2025-12-30T20:27:53.843193
DEV_00017,RES_0010,56,2025-12-29T08:27:53.843198
DEV_00017,RES_0039,56,2025-12-31T19:27:53.843202
DEV_00017,RES_0002,71,2025-12-26T16:27:53.843207
DEV_00017,RES_0055,99,2026-01-01T04:27:53.843211
DEV_00017,RES_0075,2,2025-12-30T21:27:53.843216
DEV_00017,RES_0006,50,2026-01-02T03:27:53.843220
DEV_00017,RES_0062,48,2025-12-31T21:27:53.843225
DEV_00017,RES_0043,78,2025-12-28T00:27:53.843229
DEV_00017,RES_0017,80,2025-12-29T09:27:53.843234
DEV_00017,RES_0008,85,2025-12-31T02:27:53.843238
DEV_00017,RES_0063,91,2025-12-27T01:27:53.843243
DEV_00018,RES_0076,75,2025-12-29T04:27:53.843253
DEV_00018,RES_0016,41,2025-12-30T18:27:53.843258
DEV_00018,RES_0008,46,2025-12-29T07:27:53.843263
DEV_00018,RES_0018,92,2026-01-02T03:27:53.843267
DEV_00018,RES_0044,42,2025-12-29T22:27:53.843272
DEV_00018,RES_0027,91,2025-12-29T10:27:53.843276
DEV_00018,RES_0030,79,2026-01-02T13:27:53.843281
DEV_00018,RES_0013,30,2025-12-28T22:27:53.843286
DEV_00018,RES_0014,32,2026-01-01T15:27:53.843290
DEV_00018,RES_0056,36,2025-12-28T01:27:53.843295
DEV_00019,RES_0004,62,2025-12-29T16:27:53.843307
DEV_00019,RES_0063,68,2025-12-31T19:27:53.843312
DEV_00019,RES_0026,66,2025-12-29T20:27:53.843317
DEV_00019,RES_0032,77,2026-01-01T17:27:53.843324
DEV_00019,RES_0054,44,2025-12-29T15:27:53.843329
DEV_00020,RES_0077,53,2025-12-27T10:27:53.843341
DEV_00020,RES_0058,75,2025-12-29T06:27:53.843346
DEV_00020,RES_0025,71,2025-12-28T19:27:53.843350
DEV_00020,RES_0012,24,2025-12-28T13:27:53.843355
DEV_00020,RES_0068,80,2025-12-28T09:27:53.843359
DEV_00020,RES_0051,70,2025-12-31T15:27:53.843367
DEV_00020,RES_0078,31,2025-12-30T15:27:53.843372
DEV_00020,RES_0055,36,2025-12-28T12:27:53.843376
DEV_00020,RES_0030,44,2025-12-28T22:27:53.843385
DEV_00020,RES_0079,19,2025-12-27T04:27:53.843389
DEV_00020,RES_0045,78,2025-12-26T18:27:53.843394
DEV_00020,RES_0017,26,2025-12-26T23:27:53.843398
DEV_00020,RES_0075,1,2025-12-29T12:27:53.843403
DEV_00020,RES_0069,46,2025-12-28T11:27:53.843407
DEV_00020,RES_0005,92,2025-12-29T03:27:53.843412
DEV_00020,RES_0034,77,2026-01-01T00:27:53.843416
DEV_00021,RES_0062,26,2025-12-26T20:27:53.843426
DEV_00021,RES_0019,34,2025-12-31T08:27:53.843430
DEV_00021,RES_0044,91,2025-12-29T09:27:53.843435
DEV_00021,RES_0050,17,2025-12-26T22:27:53.843439
DEV_00021,RES_0057,67,2025-12-30T05:27:53.843444
DEV_00021,RES_0077,94,2025-12-28T11:27:53.843448
DEV_00021,RES_0002,2,2025-12-28T21:27:53.843453
DEV_00022,RES_0023,77,2026-01-01T21:27:53.843465
DEV_00022,RES_0035,97,2025-12-29T20:27:53.843469
DEV_00022,RES_0029,44,2025-12-26T16:27:53.843474
DEV_00022,RES_0025,83,2025-12-30T09:27:53.843478
DEV_00022,RES_0068,21,2026-01-02T01:27:53.843483
DEV_00022,RES_0001,11,2025-12-31T21:27:53.843488
DEV_00022,RES_0047,11,2025-12-29T01:27:53.843492
DEV_00022,RES_0027,78,2025-12-29T19:27:53.843497
DEV_00022,RES_0046,89,2025-12-29T05:27:53.843501
DEV_00022,RES_0053,57,2025-12-31T13:27:53.843506
DEV_00022,RES_0014,46,2026-01-02T06:27:53.843510
DEV_00022,RES_0008,63,2025-12-28T08:27:53.843515
DEV_00022,RES_0024,89,2025-12-28T22:27:53.843519
DEV_00022,RES_0004,99,2025-12-31T01:27:53.843524
DEV_00022,RES_0016,74,2026-01-02T02:27:53.843528
DEV_00022,RES_0041,30,2025-12-28T09:27:53.843532
DEV_00023,RES_0020,64,2025-12-30T21:27:53.843545
DEV_00023,RES_0070,82,2026-01-01T08:27:53.843550
DEV_00023,RES_0065,22,2025-12-27T23:27:53.843557
DEV_00023,RES_0059,88,2025-12-31T16:27:53.843562
DEV_00023,RES_0064,3,2026-01-01T01:27:53.843567
DEV_00023,RES_0017,35,2025-12-29T23:27:53.843572
DEV_00023,RES_0021,56,2025-12-31T12:27:53.843576
DEV_00023,RES_0078,21,2025-12-28T19:27:53.843580
DEV_00023,RES_0031,25,2025-12-26T20:27:53.843585
DEV_00023,RES_0018,25,2025-12-29T08:27:53.843589
DEV_00023,RES_0008,23,2025-12-29T12:27:53.843594
DEV_00023,RES_0061,77,2026-01-01T16:27:53.843599
DEV_00023,RES_0054,46,2025-12-27T22:27:53.843603
DEV_00023,RES_0052,48,2025-12-30T12:27:53.843608
DEV_00023,RES_0055,34,2026-01-02T13:27:53.843612
DEV_00023,RES_0073,82,2025-12-27T14:27:53.843617
DEV_00023,RES_0036,59,2025-12-28T13:27:53.843621
DEV_00023,RES_0005,73,2025-12-26T22:27:53.843626
DEV_00023,RES_0067,35,2025-12-27T02:27:53.843630
DEV_00024,RES_0010,87,2025-12-27T07:27:53.843640
DEV_00024,RES_0053,62,2025-12-30T05:27:53.843645
DEV_00024,RES_0023,7,2026-01-02T04:27:53.843649
DEV_00024,RES_0004,60,2026-01-01T18:27:53.843654
DEV_00024,RES_0034,14,2025-12-31T20:27:53.843658
DEV_00024,RES_0054,43,2025-12-29T22:27:53.843663
DEV_00024,RES_0024,13,2026-01-01T03:27:53.843667
DEV_00024,RES_0039,8,2025-12-30T22:27:53.843672
DEV_00025,RES_0054,27,2025-12-27T20:27:53.843684
DEV_00025,RES_0039,22,2025-12-28T13:27:53.843689
DEV_00025,RES_0006,22,2026-01-02T10:27:53.843694
DEV_00025,RES_0007,61,2026-01-01T00:27:53.843701
DEV_00025,RES_0046,35,2026-01-01T15:27:53.843706
DEV_00025,RES_0005,72,2025-12-29T12:27:53.843710
DEV_00025,RES_0060,32,2025-12-31T01:27:53.843718
DEV_00025,RES_0076,78,2026-01-01T23:27:53.843722
DEV_00025,RES_0016,21,2025-12-31T11:27:53.843727
DEV_00025,RES_0004,71,2025-12-27T05:27:53.843731
DEV_00025,RES_0021,36,2025-12-27T22:27:53.843736
DEV_00025,RES_0018,77,2026-01-01T09:27:53.843740
DEV_00025,RES_0040,48,2026-01-02T09:27:53.843744
DEV_00025,RES_0068,17,2026-01-01T13:27:53.843749
DEV_00025,RES_0038,73,2026-01-01T14:27:53.843753
DEV_00025,RES_0027,47,2025-12-27T19:27:53.843758
DEV_00026,RES_0042,84,2025-12-29T23:27:53.843770
DEV_00026,RES_0078,76,2025-12-31T06:27:53.843775
DEV_00026,RES_0050,43,2025-12-28T13:27:53.843779
DEV_00026,RES_0003,49,2025-12-27T06:27:53.843784
DEV_00026,RES_0008,37,2025-12-31T02:27:53.843788
DEV_00027,RES_0055,74,2025-12-28T20:27:53.843801
DEV_00027,RES_0015,46,2025-12-30T14:27:53.843805
DEV_00027,RES_0069,9,2026-01-01T01:27:53.843810
DEV_00027,RES_0003,91,2025-12-31T19:27:53.843814
DEV_00027,RES_0079,26,2026-01-02T13:27:53.843819
DEV_00027,RES_0014,25,2025-12-27T08:27:53.843823
DEV_00027,RES_0056,38,2025-12-29T02:27:53.843828
DEV_00027,RES_0024,96,2026-01-02T03:27:53.843832
DEV_00027,RES_0031,57,2025-12-29T16:27:53.843837
DEV_00027,RES_0005,26,2025-12-30T21:27:53.843841
DEV_00027,RES_0059,81,2025-12-29T22:27:53.843846
DEV_00027,RES_0019,78,2025-12-29T22:27:53.843850
DEV_00027,RES_0007,42,2025-12-27T20:27:53.843855
DEV_00027,RES_0052,58,2026-01-01T02:27:53.843862
DEV_00027,RES_0062,1,2026-01-01T23:27:53.843867
DEV_00027,RES_0001,13,2025-12-31T14:27:53.843872
DEV_00028,RES_0042,88,2025-12-29T09:27:53.843881
DEV_00028,RES_0016,37,2025-12-29T02:27:53.843885
DEV_00028,RES_0038,72,2025-12-27T14:27:53.843890
DEV_00028,RES_0036,17,2025-12-29T15:27:53.843894
DEV_00028,RES_0007,89,2026-01-01T01:27:53.843899
DEV_00028,RES_0058,70,2026-01-02T06:27:53.843903
DEV_00029,RES_0040,84,2025-12-28T10:27:53.843913
DEV_00029,RES_0042,42,2025-12-30T08:27:53.843917
DEV_00029,RES_0051,67,2025-12-30T21:27:53.843922
DEV_00029,RES_0032,43,2025-12-27T07:27:53.843927
DEV_00029,RES_0077,90,2025-12-27T21:27:53.843931
DEV_00029,RES_0011,30,2025-12-26T23:27:53.843936
DEV_00029,RES_0076,76,2025-12-28T14:27:53.843940
DEV_00030,RES_0077,79,2025-12-31T02:27:53.843950
DEV_00030,RES_0006,49,2025-12-28T18:27:53.843955
DEV_00030,RES_0066,16,2025-12-31T09:27:53.843960
DEV_00030,RES_0049,7,2025-12-29T11:27:53.843964
DEV_00030,RES_0037,15,2025-12-29T16:27:53.843969
DEV_00030,RES_0069,87,2026-01-01T13:27:53.843978
DEV_00030,RES_0043,41,2026-01-01T06:27:53.843982
DEV_00030,RES_0078,32,2025-12-29T03:27:53.843987
DEV_00030,RES_0002,53,2025-12-30T23:27:53.843991
DEV_00031,RES_0055,32,2025-12-31T02:27:53.844009
DEV_00031,RES_0017,87,2025-12-31T05:27:53.844014
DEV_00031,RES_0066,96,2026-01-01T01:27:53.844018
DEV_00031,RES_0072,33,2025-12-31T19:27:53.844023
DEV_00031,RES_0036,64,2025-12-30T04:27:53.844027
DEV_00031,RES_0071,36,2025-12-29T13:27:53.844031
DEV_00031,RES_0038,12,2025-12-26T23:27:53.844036
DEV_00031,RES_0006,19,2025-12-29T20:27:53.844043
DEV_00031,RES_0018,91,2025-12-28T15:27:53.844048
DEV_00031,RES_0024,80,2025-12-29T22:27:53.844052
DEV_00031,RES_0032,96,2025-12-31T10:27:53.844057
DEV_00031,RES_0001,94,2025-12-27T00:27:53.844064
DEV_00032,RES_0043,33,2025-12-31T21:27:53.844075
DEV_00032,RES_0013,93,2026-01-01T04:27:53.844079
DEV_00032,RES_0063,10,2025-12-30T07:27:53.844084
DEV_00032,RES_0001,51,2025-12-29T09:27:53.844088
DEV_00032,RES_0071,80,2025-12-28T23:27:53.844093
DEV_00032,RES_0051,80,2025-12-28T09:27:53.844097
DEV_00032,RES_0047,46,2026-01-02T07:27:53.844102
DEV_00032,RES_0033,14,2026-01-01T02:27:53.844106
DEV_00032,RES_0037,14,2026-01-01T15:27:53.844111
DEV_00032,RES_0079,26,2025-12-27T02:27:53.844115
DEV_00032,RES_0025,11,2025-12-29T17:27:53.844120
DEV_00032,RES_0004,76,2025-12-27T22:27:53.844124
DEV_00033,RES_0026,12,2025-12-31T17:27:53.844137
DEV_00033,RES_0012,46,2025-12-27T03:27:53.844142
DEV_00033,RES_0045,64,2026-01-01T05:27:53.844149
DEV_00033,RES_0005,81,2025-12-26T17:27:53.844154
DEV_00033,RES_0007,99,2025-12-29T02:27:53.844159
DEV_00033,RES_0004,67,2026-01-02T11:27:53.844163
DEV_00033,RES_0039,40,2026-01-01T18:27:53.844167
DEV_00033,RES_0033,3,2026-01-02T03:27:53.844172
DEV_00033,RES_0016,12,2025-12-28T20:27:53.844177
DEV_00033,RES_0046,47,2026-01-01T00:27:53.844181
DEV_00033,RES_0047,100,2026-01-01T12:27:53.844186
DEV_00033,RES_0057,51,2026-01-02T06:27:53.844191
DEV_00033,RES_0019,48,2026-01-02T14:27:53.844195
DEV_00033,RES_0040,99,2025-12-29T18:27:53.844200
DEV_00033,RES_0014,45,2026-01-01T11:27:53.844204
DEV_00033,RES_0070,55,2026-01-02T09:27:53.844209
DEV_00033,RES_0020,1,2025-12-31T04:27:53.844213
DEV_00033,RES_0053,46,2025-12-31T19:27:53.844218
DEV_00033,RES_0030,81,2026-01-01T07:27:53.844222
DEV_00034,RES_0046,17,2026-01-02T00:27:53.844235
DEV_00034,RES_0070,48,2025-12-29T04:27:53.844240
DEV_00034,RES_0055,49,2025-12-31T18:27:53.844245
DEV_00034,RES_0022,100,2025-12-28T05:27:53.844249
DEV_00034,RES_0064,58,2026-01-01T20:27:53.844254
DEV_00034,RES_0000,64,2026-01-02T04:27:53.844258
DEV_00034,RES_0006,84,2025-12-31T17:27:53.844263
DEV_00034,RES_0052,84,2025-12-27T15:27:53.844267
DEV_00034,RES_0060,80,2025-12-31T03:27:53.844272
DEV_00035,RES_0074,76,2026-01-01T08:27:53.844285
DEV_00035,RES_0008,86,2025-12-29T13:27:53.844290
DEV_00035,RES_0025,79,2025-12-29T02:27:53.844294
DEV_00035,RES_0038,9,2026-01-01T15:27:53.844299
DEV_00035,RES_0032,56,2025-12-28T17:27:53.844303
DEV_00035,RES_0066,76,2026-01-02T08:27:53.844308
DEV_00035,RES_0042,13,2025-12-27T19:27:53.844312
DEV_00035,RES_0060,73,2025-12-31T23:27:53.844316
DEV_00035,RES_0064,87,2025-12-27T08:27:53.844321
DEV_00035,RES_0014,22,2025-12-29T08:27:53.844326
DEV_00035,RES_0047,53,2025-12-28T18:27:53.844330
DEV_00035,RES_0056,27,2025-12-27T10:27:53.844334
DEV_00035,RES_0057,30,2025-12-27T09:27:53.844339
DEV_00035,RES_0034,21,2025-12-29T09:27:53.844343
DEV_00035,RES_0062,34,2025-12-27T06:27:53.844348
DEV_00035,RES_0021,72,2025-12-29T17:27:53.844352
DEV_00035,RES_0077,76,2026-01-02T15:27:53.844357
DEV_00035,RES_0051,24,2025-12-31T02:27:53.844361
DEV_00035,RES_0037,51,2025-12-28T18:27:53.844365
DEV_00036,RES_0067,12,2025-12-31T04:27:53.844380
DEV_00036,RES_0041,89,2025-12-29T16:27:53.844384
DEV_00036,RES_0013,16,2025-12-27T05:27:53.844389
DEV_00036,RES_0032,6,2025-12-29T07:27:53.844393
DEV_00036,RES_0026,43,2025-12-28T12:27:53.844400
DEV_00036,RES_0028,31,2025-12-31T05:27:53.844405
DEV_00036,RES_0047,59,2026-01-02T09:27:53.844412
DEV_00036,RES_0046,97,2025-12-31T03:27:53.844417
DEV_00036,RES_0016,64,2025-12-30T01:27:53.844421
DEV_00036,RES_0024,43,2026-01-02T07:27:53.844426
DEV_00036,RES_0070,22,2025-12-27T23:27:53.844430
DEV_00036,RES_0002,99,2025-12-31T04:27:53.844434
